2020-09-21 15:30:36,075 - INFO - #####################################
2020-09-21 15:30:36,078 - INFO - ############Start Training###########
2020-09-21 15:30:36,078 - INFO - #####################################
2020-09-21 15:42:28,335 - INFO - Env 00, Goal (-01.6, -03.8), Episode 00109, setp 152, Reward -0.9 , Distance 008.7, Time out
2020-09-21 15:42:28,820 - INFO - Env 00, Goal (002.8, 004.7), Episode 00110, setp 041, Reward -20.2, Distance 009.9, Crashed
2020-09-21 15:42:28,861 - INFO - Env 00, Goal (-07.7, 001.0), Episode 00111, setp 002, Reward -15.0, Distance 008.0, Crashed
2020-09-21 15:42:30,753 - INFO - Env 00, Goal (006.1, 003.0), Episode 00112, setp 152, Reward 4.7  , Distance 009.1, Time out
2020-09-21 15:42:30,892 - INFO - Env 00, Goal (005.2, -05.8), Episode 00113, setp 008, Reward -15.7, Distance 009.3, Crashed
2020-09-21 15:42:32,723 - INFO - Env 00, Goal (-05.7, -04.6), Episode 00114, setp 152, Reward 1.0  , Distance 009.2, Time out
2020-09-21 15:42:32,970 - INFO - Env 00, Goal (000.7, -00.1), Episode 00115, setp 012, Reward -16.5, Distance 008.1, Crashed
2020-09-21 15:42:33,023 - INFO - Env 00, Goal (001.7, 001.8), Episode 00116, setp 002, Reward -15.0, Distance 009.9, Crashed
2020-09-21 15:42:34,862 - INFO - Env 00, Goal (-00.3, -02.0), Episode 00117, setp 152, Reward 4.0  , Distance 009.1, Time out
2020-09-21 15:42:36,753 - INFO - Env 00, Goal (004.9, 004.7), Episode 00118, setp 152, Reward 4.1  , Distance 008.3, Time out
2020-09-21 15:42:38,676 - INFO - Env 00, Goal (-05.0, -02.9), Episode 00119, setp 152, Reward 1.8  , Distance 008.9, Time out
2020-09-21 15:42:40,382 - INFO - Env 00, Goal (-01.6, -06.7), Episode 00120, setp 139, Reward -1.1 , Distance 008.6, Crashed
2020-09-21 15:42:40,440 - INFO - Env 00, Goal (003.0, -02.5), Episode 00121, setp 002, Reward -15.0, Distance 009.8, Crashed
2020-09-21 15:42:42,324 - INFO - Env 00, Goal (005.9, 005.0), Episode 00122, setp 152, Reward 6.7  , Distance 009.7, Time out
2020-09-21 15:42:44,164 - INFO - Env 00, Goal (004.8, -06.4), Episode 00123, setp 152, Reward 11.6 , Distance 008.2, Time out
2020-09-21 15:42:44,316 - INFO - Env 00, Goal (002.3, -02.3), Episode 00124, setp 010, Reward -15.7, Distance 009.9, Crashed
2020-09-21 15:42:44,672 - INFO - Env 00, Goal (-04.2, 001.4), Episode 00125, setp 024, Reward -16.4, Distance 009.0, Crashed
2020-09-21 15:42:46,472 - INFO - Env 00, Goal (-04.3, -05.1), Episode 00126, setp 152, Reward 12.1 , Distance 009.5, Time out
2020-09-21 15:42:48,323 - INFO - Env 00, Goal (000.8, 006.1), Episode 00127, setp 152, Reward 8.3  , Distance 009.9, Time out
2020-09-21 15:42:48,713 - INFO - Env 00, Goal (-01.5, -05.4), Episode 00128, setp 032, Reward -16.2, Distance 009.4, Crashed
2020-09-21 15:42:50,492 - INFO - Env 00, Goal (-07.7, 003.5), Episode 00129, setp 152, Reward -3.2 , Distance 008.6, Time out
2020-09-21 15:42:50,610 - INFO - Env 00, Goal (-02.1, -01.7), Episode 00130, setp 007, Reward -14.7, Distance 009.9, Crashed
2020-09-21 15:42:52,652 - INFO - Env 00, Goal (-00.2, -08.9), Episode 00131, setp 152, Reward 8.7  , Distance 009.5, Time out
2020-09-21 15:42:52,905 - INFO - Env 00, Goal (000.2, 002.9), Episode 00132, setp 018, Reward -19.2, Distance 008.8, Crashed
2020-09-21 15:42:54,525 - INFO - Env 00, Goal (004.7, -07.2), Episode 00133, setp 140, Reward 34.5 , Distance 008.6, Reach Goal
2020-09-21 15:42:56,354 - INFO - Env 00, Goal (-01.6, -06.2), Episode 00134, setp 152, Reward 4.8  , Distance 009.6, Time out
2020-09-21 15:42:56,627 - INFO - Env 00, Goal (004.8, 000.8), Episode 00135, setp 016, Reward -18.1, Distance 009.4, Crashed
2020-09-21 15:42:58,414 - INFO - Env 00, Goal (-04.6, -02.0), Episode 00136, setp 152, Reward 8.7  , Distance 008.1, Time out
2020-09-21 15:42:58,599 - INFO - Env 00, Goal (-01.5, 005.5), Episode 00137, setp 006, Reward -16.1, Distance 008.3, Crashed
2020-09-21 15:43:00,614 - INFO - Env 00, Goal (004.5, -06.7), Episode 00138, setp 152, Reward 19.6 , Distance 008.7, Time out
2020-09-21 15:43:02,485 - INFO - Env 00, Goal (001.6, -02.1), Episode 00139, setp 152, Reward 10.4 , Distance 009.1, Time out
2020-09-21 15:43:02,878 - INFO - Env 00, Goal (-00.8, -06.9), Episode 00140, setp 026, Reward -14.3, Distance 009.9, Crashed
2020-09-21 15:43:04,813 - INFO - Env 00, Goal (005.0, -06.2), Episode 00141, setp 152, Reward 2.1  , Distance 008.1, Time out
2020-09-21 15:43:06,712 - INFO - Env 00, Goal (007.8, -01.2), Episode 00142, setp 152, Reward 19.6 , Distance 009.0, Time out
2020-09-21 15:43:08,603 - INFO - Env 00, Goal (002.6, 000.1), Episode 00143, setp 152, Reward 10.8 , Distance 008.2, Time out
2020-09-21 15:43:09,201 - INFO - Env 00, Goal (-04.8, 007.6), Episode 00144, setp 047, Reward -21.6, Distance 009.9, Crashed
2020-09-21 15:43:10,951 - INFO - Env 00, Goal (002.9, 000.2), Episode 00145, setp 152, Reward 13.6 , Distance 008.1, Time out
2020-09-21 15:43:11,004 - INFO - Env 00, Goal (-02.2, 008.7), Episode 00146, setp 002, Reward -17.0, Distance 009.9, Crashed
2020-09-21 15:43:12,694 - INFO - Env 00, Goal (002.4, 001.9), Episode 00147, setp 152, Reward 5.6  , Distance 009.2, Time out
2020-09-21 15:43:14,390 - INFO - Env 00, Goal (007.4, -02.0), Episode 00148, setp 152, Reward 8.9  , Distance 009.5, Time out
2020-09-21 15:43:16,157 - INFO - Env 00, Goal (-03.4, 007.0), Episode 00149, setp 152, Reward 19.8 , Distance 009.7, Time out
2020-09-21 15:43:18,044 - INFO - Env 00, Goal (001.3, -05.3), Episode 00150, setp 152, Reward 8.9  , Distance 009.1, Time out
2020-09-21 15:43:19,751 - INFO - Env 00, Goal (008.2, -02.9), Episode 00151, setp 152, Reward 8.2  , Distance 008.7, Time out
2020-09-21 15:43:20,044 - INFO - Env 00, Goal (-03.2, -02.1), Episode 00152, setp 026, Reward -17.0, Distance 010.0, Crashed
2020-09-21 15:43:21,683 - INFO - ########################## model saved when update 120 times#########################
2020-09-21 15:43:21,683 - INFO - Env 00, Goal (-05.7, -01.7), Episode 00153, setp 142, Reward 26.2 , Distance 008.1, Reach Goal
2020-09-21 15:43:23,433 - INFO - Env 00, Goal (000.8, 006.9), Episode 00154, setp 152, Reward 14.0 , Distance 009.9, Time out
2020-09-21 15:43:25,312 - INFO - Env 00, Goal (-02.7, -08.3), Episode 00155, setp 152, Reward 12.7 , Distance 009.6, Time out
2020-09-21 15:43:27,096 - INFO - Env 00, Goal (-00.3, -03.3), Episode 00156, setp 152, Reward 17.4 , Distance 009.6, Time out
2020-09-21 15:43:27,155 - INFO - Env 00, Goal (002.6, -05.2), Episode 00157, setp 002, Reward -15.0, Distance 009.0, Crashed
2020-09-21 15:43:27,230 - INFO - Env 00, Goal (-03.4, -05.2), Episode 00158, setp 002, Reward -15.0, Distance 009.0, Crashed
2020-09-21 15:43:28,983 - INFO - Env 00, Goal (-03.6, -01.5), Episode 00159, setp 152, Reward 18.9 , Distance 008.6, Time out
2020-09-21 15:43:30,582 - INFO - Env 00, Goal (-04.9, -01.3), Episode 00160, setp 137, Reward 36.4 , Distance 009.3, Reach Goal
2020-09-21 15:43:30,640 - INFO - Env 00, Goal (-05.7, 004.6), Episode 00161, setp 002, Reward -15.0, Distance 008.4, Crashed
2020-09-21 15:43:32,593 - INFO - Env 00, Goal (-04.8, -01.9), Episode 00162, setp 152, Reward 10.8 , Distance 008.2, Time out
2020-09-21 15:43:34,386 - INFO - Env 00, Goal (001.1, -05.6), Episode 00163, setp 152, Reward 9.6  , Distance 008.8, Time out
2020-09-21 15:43:36,319 - INFO - Env 00, Goal (-07.2, 002.4), Episode 00164, setp 152, Reward 12.3 , Distance 009.9, Time out
2020-09-21 15:43:38,121 - INFO - Env 00, Goal (000.7, 002.4), Episode 00165, setp 152, Reward 12.5 , Distance 008.8, Time out
2020-09-21 15:43:56,119 - INFO - #####################################
2020-09-21 15:43:56,119 - INFO - ############Start Training###########
2020-09-21 15:43:56,119 - INFO - #####################################
2020-09-21 15:43:56,261 - INFO - Env 00, Goal (-00.5, -01.2), Episode 00001, setp 002, Reward -15.0, Distance 008.7, Crashed
2020-09-21 15:43:58,067 - INFO - Env 00, Goal (000.9, -07.4), Episode 00002, setp 147, Reward -18.3, Distance 008.7, Crashed
2020-09-21 15:43:58,754 - INFO - Env 00, Goal (000.2, -03.8), Episode 00003, setp 059, Reward -24.5, Distance 009.4, Crashed
2020-09-21 15:44:00,419 - INFO - Env 00, Goal (006.6, -00.2), Episode 00004, setp 152, Reward 8.7  , Distance 009.9, Time out
